client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
79a8b61f505c86e5e449617850c7b9f6dde4a50664a9dd01737a5c476cfae0fc61479e6303d287cc7ea18d417caa875b16563f967660b0b18afa9b2291e4f702	common_voice_nb-NO_44024770.mp3	5bbcb22a0b6b8a189866aed95e86863aaffdb3e66afd3809c9f44c94a9f1c9cf	Frem til denne hendelsen hadde diskusjonen om utestenging av høyreekstreme kun pågått internt.		0	1			Nordlenning		nb-NO	
60af72d052cfa6fa5a3f57464ab8d7cf16edd31a26db52db5553d62cee428b33c938f8e4a833819fcc0ac4ba09cccee7b0894631a5adefe072c04af66aa3093b	common_voice_nb-NO_44024771.mp3	7680620ad75b70e403c6eb44403c7cbdfbbdd83c00ddad1fe10696ddf8b5e8b7	Feil!		0	1					nb-NO	
79a8b61f505c86e5e449617850c7b9f6dde4a50664a9dd01737a5c476cfae0fc61479e6303d287cc7ea18d417caa875b16563f967660b0b18afa9b2291e4f702	common_voice_nb-NO_44024772.mp3	36fa40a4d3c3256bcf8ba6dab38887ac134574ddf7e357a0d3105c287f701d4f	Det er registrert en nedgang på omkring en tredel.	general	1	0			Nordlenning		nb-NO	
60af72d052cfa6fa5a3f57464ab8d7cf16edd31a26db52db5553d62cee428b33c938f8e4a833819fcc0ac4ba09cccee7b0894631a5adefe072c04af66aa3093b	common_voice_nb-NO_44024773.mp3	785f422423dcb763559b38d02117321a68327eee1a55a8741559fbf6f0905541	bagatell		0	0					nb-NO	
79a8b61f505c86e5e449617850c7b9f6dde4a50664a9dd01737a5c476cfae0fc61479e6303d287cc7ea18d417caa875b16563f967660b0b18afa9b2291e4f702	common_voice_nb-NO_44024774.mp3	8168153024b6f97b9c1367b220a0230841f5ff87864cbe267eb580570a4c156f	Folk skal ikke bli syke av å befinne seg i offentlige bygg.		0	0			Nordlenning		nb-NO	
60af72d052cfa6fa5a3f57464ab8d7cf16edd31a26db52db5553d62cee428b33c938f8e4a833819fcc0ac4ba09cccee7b0894631a5adefe072c04af66aa3093b	common_voice_nb-NO_44024775.mp3	6d436458f28c8c6bf9b22bad49a0ef1c6c459a7c632b1ac9bac6c5065f0fc260	Ronny Gulliksen		0	1					nb-NO	
79a8b61f505c86e5e449617850c7b9f6dde4a50664a9dd01737a5c476cfae0fc61479e6303d287cc7ea18d417caa875b16563f967660b0b18afa9b2291e4f702	common_voice_nb-NO_44024776.mp3	75b83c90f277d4a8fbe2f911562d8082f1ab5b713db6744c552e92daedc59a0c	Det er vanskelig å skrive mens man ser i speilet.		0	0			Nordlenning		nb-NO	
60af72d052cfa6fa5a3f57464ab8d7cf16edd31a26db52db5553d62cee428b33c938f8e4a833819fcc0ac4ba09cccee7b0894631a5adefe072c04af66aa3093b	common_voice_nb-NO_44024777.mp3	75c7f8e77d2993fa18204c6b3a64c74ffe0554a796da110cbf813f47a6b439a8	valgallianse		0	0					nb-NO	
79a8b61f505c86e5e449617850c7b9f6dde4a50664a9dd01737a5c476cfae0fc61479e6303d287cc7ea18d417caa875b16563f967660b0b18afa9b2291e4f702	common_voice_nb-NO_44024778.mp3	50cd0405e9437f81a6789df1bcb12d283e4b6710a9d8d74020f3adb9a4d0aa05	Ester Wilhelmsen		0	0			Nordlenning		nb-NO	
60af72d052cfa6fa5a3f57464ab8d7cf16edd31a26db52db5553d62cee428b33c938f8e4a833819fcc0ac4ba09cccee7b0894631a5adefe072c04af66aa3093b	common_voice_nb-NO_44024779.mp3	7f642199693085d59f888362b625e6d01748afde567a436e7f46b126cbf8cba5	Men at han mente det, det er sikkert, tenkte han.	media_entertainment	0	0					nb-NO	
55c5286d860d0afb15420e7c0f6a1d73219510026c5f04e8c75c557af0d619598884a1ebefe943eadc841f1e3f61650df6b423cca1760d65e7467fb1efda8cac	common_voice_nb-NO_44024856.mp3	7319f50b71a84cb2f7e91dfcbf600e7fb6c5ce731f179c00aadf63f64e3c79d3	J O H N S O N		1	1					nb-NO	
55c5286d860d0afb15420e7c0f6a1d73219510026c5f04e8c75c557af0d619598884a1ebefe943eadc841f1e3f61650df6b423cca1760d65e7467fb1efda8cac	common_voice_nb-NO_44024859.mp3	1328ec96fca1fdebef788d281548d8e262a32beb7071103d46124fd31ab23012	Alle de fem om bord ble kastet ut.	general	0	0					nb-NO	
55c5286d860d0afb15420e7c0f6a1d73219510026c5f04e8c75c557af0d619598884a1ebefe943eadc841f1e3f61650df6b423cca1760d65e7467fb1efda8cac	common_voice_nb-NO_44024862.mp3	5df28acc5d85f548d61ec1a2d22d1f71880055d609ae09e61f61c0da6e0c0acf	Respekter dette faktum, hvert eneste sekund, hver eneste dag		0	0					nb-NO	
55c5286d860d0afb15420e7c0f6a1d73219510026c5f04e8c75c557af0d619598884a1ebefe943eadc841f1e3f61650df6b423cca1760d65e7467fb1efda8cac	common_voice_nb-NO_44024865.mp3	51d5b31930c21ff59ad9e1f076778613b29201ccceb03d9042c67f3dfe6b0a3c	Nå bygger storkene reder på de forfalte tårnene.	history_law_government,media_entertainment,news_current_affairs	0	0					nb-NO	
2bb8674a4fd927ee28f917fe95485c494a165ced88fac15b6502e955d3c9709be05b35856d86c048d2586a8d11fe7c4ad633999690f701cbdf8bc5ca2582880d	common_voice_nb-NO_44024868.mp3	6dfef9917db1da3af7af75f148f051913984f4c7c98051a4139da5263ab062ce	Hurum		1	0					nb-NO	
55c5286d860d0afb15420e7c0f6a1d73219510026c5f04e8c75c557af0d619598884a1ebefe943eadc841f1e3f61650df6b423cca1760d65e7467fb1efda8cac	common_voice_nb-NO_44024870.mp3	7c83e08de4e0b97487cb3d71b40e3ba4392d21799700b0010744a2fd2beb43f5	Roald Odden		0	0					nb-NO	
2bb8674a4fd927ee28f917fe95485c494a165ced88fac15b6502e955d3c9709be05b35856d86c048d2586a8d11fe7c4ad633999690f701cbdf8bc5ca2582880d	common_voice_nb-NO_44024872.mp3	60efa3bcbeca5ec31b3d7c142e5f112836d00f1f9ab18181628ff68d79d9e4df	åttifem tusen fem hundre og sekstiåtte		0	0					nb-NO	
2bb8674a4fd927ee28f917fe95485c494a165ced88fac15b6502e955d3c9709be05b35856d86c048d2586a8d11fe7c4ad633999690f701cbdf8bc5ca2582880d	common_voice_nb-NO_44024875.mp3	73b31f6bbf6dba0e01378e3834c40e0005ad50e3d4bb7858fcac5136894a50ff	A N N I C K E N		0	0					nb-NO	
2bb8674a4fd927ee28f917fe95485c494a165ced88fac15b6502e955d3c9709be05b35856d86c048d2586a8d11fe7c4ad633999690f701cbdf8bc5ca2582880d	common_voice_nb-NO_44024878.mp3	7a5974250df5b030a27553d54fd374ce4fc975a2c4fe9007e885947786659665	Ingeborg Mathiesen		0	0					nb-NO	
2bb8674a4fd927ee28f917fe95485c494a165ced88fac15b6502e955d3c9709be05b35856d86c048d2586a8d11fe7c4ad633999690f701cbdf8bc5ca2582880d	common_voice_nb-NO_44024879.mp3	6b6972220e3c66a2a20d5fbfb57d335918b03f88bc2b5db5fb50f011615ecd6b	Jeg skal besøke Ola i morgen.		0	0					nb-NO	
144b99ab96b30699d412c2691a6c12e8ca2a4ee3cf443574336e45a1dc03f7ca180f3d5ce68705ab6b04b7e94cd55288f4e320cd3fd271ce5a3911755c4a9699	common_voice_nb-NO_44029981.mp3	71eb1970a07fb5f1eee745471f4d3e3efd946d3cb4b61d68217c42234f8b7f15	Fordelen med ferger er at man kan kjøpe sveler.		0	0					nb-NO	
144b99ab96b30699d412c2691a6c12e8ca2a4ee3cf443574336e45a1dc03f7ca180f3d5ce68705ab6b04b7e94cd55288f4e320cd3fd271ce5a3911755c4a9699	common_voice_nb-NO_44029982.mp3	715a9ea48c8d956ecbf5740828bff12a7c53493abd390d48c20ad97d3f558a2c	Den nesten hundre år gamle bygningen skal få både ventilasjonsanlegg, rør og spesialtilpassede vinduer.		0	0					nb-NO	
144b99ab96b30699d412c2691a6c12e8ca2a4ee3cf443574336e45a1dc03f7ca180f3d5ce68705ab6b04b7e94cd55288f4e320cd3fd271ce5a3911755c4a9699	common_voice_nb-NO_44029983.mp3	46c4ad455f313652c545fae2b9c72d2ff7c7ca23e53f9dea4110c15fa5bfeb60	Dokumentaren vant flere internasjonale priser.	media_entertainment	0	1					nb-NO	
144b99ab96b30699d412c2691a6c12e8ca2a4ee3cf443574336e45a1dc03f7ca180f3d5ce68705ab6b04b7e94cd55288f4e320cd3fd271ce5a3911755c4a9699	common_voice_nb-NO_44029985.mp3	793b5b07bd30b4115319d8f39e9fc578c2c4fa3a3047dedb6ac1c6db5f2668e4	regelverket		1	0					nb-NO	
144b99ab96b30699d412c2691a6c12e8ca2a4ee3cf443574336e45a1dc03f7ca180f3d5ce68705ab6b04b7e94cd55288f4e320cd3fd271ce5a3911755c4a9699	common_voice_nb-NO_44029986.mp3	66ce6df63216881861f0b1aeb5e34f83bf3f9590d4b23499325a1c15b5ed708c	straks		0	0					nb-NO	
604a44849b1b76497111f54f737c18abf03a6810bc8f3f041bc7ebc46a595e205871306030e9139c5ff2bbaddd983302c801e3bf2eaf7a382276c54e5d1388ea	common_voice_nb-NO_44030112.mp3	65e7fc981a0b64c27f6a06a328feb926d4a2f58a0cadbdb14995b5f653944a81	Liker du å pilke på Trytetjønn?		0	0					nb-NO	
604a44849b1b76497111f54f737c18abf03a6810bc8f3f041bc7ebc46a595e205871306030e9139c5ff2bbaddd983302c801e3bf2eaf7a382276c54e5d1388ea	common_voice_nb-NO_44030115.mp3	83c77467e1394f28f66b03542cf8294afc121696d3d5f1733e0899da605b632a	seks to seks tre tjueseks seks hundre og åtti		0	1					nb-NO	
604a44849b1b76497111f54f737c18abf03a6810bc8f3f041bc7ebc46a595e205871306030e9139c5ff2bbaddd983302c801e3bf2eaf7a382276c54e5d1388ea	common_voice_nb-NO_44030117.mp3	8346e5bc619d1491035237f399b6746b9fc1da5264d1b68c1320e156406edf11	Politikerne evner det kort og godt ikke.		0	0					nb-NO	
604a44849b1b76497111f54f737c18abf03a6810bc8f3f041bc7ebc46a595e205871306030e9139c5ff2bbaddd983302c801e3bf2eaf7a382276c54e5d1388ea	common_voice_nb-NO_44030119.mp3	7f16954a74f2810ea8d293ef4ffb1b7a963d79b9c6cfbc1960b5a791ab826f92	L I V S T R U E N D E		0	0					nb-NO	
604a44849b1b76497111f54f737c18abf03a6810bc8f3f041bc7ebc46a595e205871306030e9139c5ff2bbaddd983302c801e3bf2eaf7a382276c54e5d1388ea	common_voice_nb-NO_44030122.mp3	2e9e4b74314736db913edbd13d761ba6c7dd6571a209b819edd851beb1486c3f	gjenta		0	0					nb-NO	
da04294550698993229f49d28e0f684ec90233c7ed90645c825d33729aab6ba64f500fbe001f605efdc43430752f6c8dc3b6a39e5fb5fc75dd8e26827b2a63bc	common_voice_nb-NO_44031042.mp3	6e793b6b917541ce41a2695b30abb86da0bd210f80d10fe3ab6af598fca4e911	Ta kontakt om du har behov for denne tjenesten.		1	0					nb-NO	
da04294550698993229f49d28e0f684ec90233c7ed90645c825d33729aab6ba64f500fbe001f605efdc43430752f6c8dc3b6a39e5fb5fc75dd8e26827b2a63bc	common_voice_nb-NO_44031043.mp3	7b954a24a2088d3511a9c8badff169418ffc2de6849c151d854c53c20aedd988	spol framover		0	0					nb-NO	
da04294550698993229f49d28e0f684ec90233c7ed90645c825d33729aab6ba64f500fbe001f605efdc43430752f6c8dc3b6a39e5fb5fc75dd8e26827b2a63bc	common_voice_nb-NO_44031044.mp3	6a81759a357eb66fec87350b15258d9b5a297f73c99c44fd505f5846146da7d3	Bilen min er rød.		0	0					nb-NO	
da04294550698993229f49d28e0f684ec90233c7ed90645c825d33729aab6ba64f500fbe001f605efdc43430752f6c8dc3b6a39e5fb5fc75dd8e26827b2a63bc	common_voice_nb-NO_44031045.mp3	620fe4148d61d313430d7841f7cb160639b2f81a172e8078fc237b663af022b0	Budene jobber på spreng, likevel greier vi ikke å få posten ut i tide.		0	0					nb-NO	
da04294550698993229f49d28e0f684ec90233c7ed90645c825d33729aab6ba64f500fbe001f605efdc43430752f6c8dc3b6a39e5fb5fc75dd8e26827b2a63bc	common_voice_nb-NO_44031046.mp3	6eb9f1a1f20c16dd19fc568d77143885685e6ed401660bb48b28f074327a9052	Det er ikke greit å improvisere mens man leser.		1	0					nb-NO	
9c15b456da8f07db51b731de84cfa57bb1135aa5f18d899c0500116fcf8b090265835bc2d5a2769ca1a14d2b68536b7405621e8d24c5f0cad73081058afb1520	common_voice_nb-NO_44031246.mp3	1f1f04474e61d7a9bb24d26a826fa8ca093f8d1cdf41ea668b4cdc3b6ee06f12	Nå snur regjeringen.	general	0	0					nb-NO	
9c15b456da8f07db51b731de84cfa57bb1135aa5f18d899c0500116fcf8b090265835bc2d5a2769ca1a14d2b68536b7405621e8d24c5f0cad73081058afb1520	common_voice_nb-NO_44031247.mp3	7912bbd9005441cd3eac001717407abff67674d3a29c493dc6be372c491ea765	Ja, vi må ha det som en vane å dokumentere alt		0	0					nb-NO	
9c15b456da8f07db51b731de84cfa57bb1135aa5f18d899c0500116fcf8b090265835bc2d5a2769ca1a14d2b68536b7405621e8d24c5f0cad73081058afb1520	common_voice_nb-NO_44031248.mp3	4571c18228073c70c8f0041e7233b15d41db02a9cf5e41597d990678c8426fbb	Jeg foretrekker å sykle til hytta.		0	0					nb-NO	
9c15b456da8f07db51b731de84cfa57bb1135aa5f18d899c0500116fcf8b090265835bc2d5a2769ca1a14d2b68536b7405621e8d24c5f0cad73081058afb1520	common_voice_nb-NO_44031249.mp3	8249888b1ce90cf565e0a6ce44e38c24eb15cfb09ff00b9d9c0bfb566c8387ba	Det kan være mye sol også på vinteren.		0	0					nb-NO	
9c15b456da8f07db51b731de84cfa57bb1135aa5f18d899c0500116fcf8b090265835bc2d5a2769ca1a14d2b68536b7405621e8d24c5f0cad73081058afb1520	common_voice_nb-NO_44031251.mp3	75195ac352fa7e3798bad5b40ccc5742934dcdb94b80585678f093815c167bec	fire en fire tre trettifire åtte hundre og nitti		1	0					nb-NO	
119ceb30947ab51d551c2f3e65b5a12ead9dc3a16c3d4596c502f11b849ff463596f365bbf120a307b27da38f066b892583be59f80e944922d192b78f8e7b352	common_voice_nb-NO_44032208.mp3	5bc0096754f023290a67bf7fc10cbd28ac5398bb057a9a416cfc0e129fe19b79	frosten		0	0			Bokmål		nb-NO	
119ceb30947ab51d551c2f3e65b5a12ead9dc3a16c3d4596c502f11b849ff463596f365bbf120a307b27da38f066b892583be59f80e944922d192b78f8e7b352	common_voice_nb-NO_44032209.mp3	8044f9c38c361fec5495ea0d7edc4533bfa205dd3c01e1daec6591b349a064f8	Det betyr at fondets krav skulle vært utbetalt før de vanlige kreditorene fikk sitt.		1	0			Bokmål		nb-NO	
119ceb30947ab51d551c2f3e65b5a12ead9dc3a16c3d4596c502f11b849ff463596f365bbf120a307b27da38f066b892583be59f80e944922d192b78f8e7b352	common_voice_nb-NO_44032210.mp3	76a1d47695f296f0eb15450660c052322e5f5b54e1110412660f686a4b51e8d7	Å hoppe tau er overraskende slitsomt		0	0			Bokmål		nb-NO	
119ceb30947ab51d551c2f3e65b5a12ead9dc3a16c3d4596c502f11b849ff463596f365bbf120a307b27da38f066b892583be59f80e944922d192b78f8e7b352	common_voice_nb-NO_44032211.mp3	290710ad7c30e9deaf6d2795526b3762bd3fa8c7a5223186cfaf443adbb5d78f	Når jeg lager mat, tenker jeg først og fremst på smak.		0	0			Bokmål		nb-NO	
119ceb30947ab51d551c2f3e65b5a12ead9dc3a16c3d4596c502f11b849ff463596f365bbf120a307b27da38f066b892583be59f80e944922d192b78f8e7b352	common_voice_nb-NO_44032212.mp3	819ceac78cd50a85534e3b9574d0fedef72d807ceb60496acd4035fa026fd697	Du er en gnier.		0	0			Bokmål		nb-NO	
4c5c8d5641d993b58eeddf67a9d42fbf75982b110751c1b9f803a7707671eddccd717d01afac145e5be79645c08cb5435dc33dd110c841bee5257b11b3b9ca29	common_voice_nb-NO_44032220.mp3	7c53f52e4c3fb3c72c67bf887be9780c15caeaa5aa40646c18224a53495a8bb2	Tommelen opp for at dere vinner i morgen		0	0			Nordnorsk,Bodødialekt,Best		nb-NO	
